"","tax_id","stnum","stname","zip","frontfeet","depth","sqft","acres","nhood","ward","censustract","landuse","yearbuilt","units","vacantbuild","watersvc","assessedland","assessedval","citytaxable","starc","taxtrust","amtdelinqt","taxyrsdelinqt","overduewater","totint"
"137","31150010300000250010000000","506-18","WASHINGTON ST E & TOWNSEN","13202",248,65,26068.1303585112,0.598442,"Downtown","15","32","Commercial",1960,0,"N","A",174200,550000,420000,420000,NA,0,0,0,0
"138","31150010300000260020000000","446","WASHINGTON ST E & TOWNSEN","13202",33,53,1752.60744809506,0.040234,"Downtown","15","32","Parking",0,0,"N",NA,37500,40000,40000,40000,"ATRUST",10665.35,7,0,3147.11
"139","31150010300000260030000000","100","LANDMARK PL & TOWNSEND ST","13202",124,69,12887.0363366717,0.295846,"Downtown","15","32","Commercial",1950,0,"N","A",128100,270000,270000,270000,NA,0,0,267.68,0
"140","31150010400000290060000000","350-64","FAYETTE ST W & WEST ST AR","13244",200.5,245.44,55306.2984909252,1.269658,"Downtown","08","30","Schools",1900,0,"N","A",578000,9557000,668990,668990,NA,0,0,0,0
"141","31150010300000260010000000","430","WASHINGTON ST E TO LANDMA","13202",136.06,122,11467.31887856,0.263253,"Downtown","15","32","Commercial",1950,0,"N","A",140000,205000,205000,205000,NA,0,0,0,0
"142","31150010400000290040020000","346","FAYETTE ST W TO WASHINGTO","13202",15.1,235.1,9136.38457259984,0.209743,"Downtown","09","32","Vacant Land",NA,0,NA,NA,68000,68000,0,0,NA,188.45,5,0,181.28
"143","31150010300000260060000000","201","STATE ST S & FAYETTE ST E","75001",263,198,47305.5610167851,1.085986,"Downtown","15","32","Utilities",1950,0,"N","A",1e+06,4600000,4600000,4600000,NA,0,0,0.58,0
"144","31150010300000280010010000","216-28","WASHINGTON ST E & GENESEE","13224",110,226.67,39788.2858100856,0.913413,"Downtown","09","32","Parking",0,0,"N",NA,1071000,1094000,1094000,1094000,NA,0,0,0,0
"145","31150010300000280030010000","208","WASHINGTON ST E & WARREN","75356",154.08,143.65,22068.7847080756,0.50663,"Downtown","09","32","Commercial",1960,0,"N","A",362000,3608000,3608000,3608000,NA,0,0,0,0
"146","31150010400000270010000000","200-14","SALINA ST S & WASHINGTON","13202",132.76,273.24,43616.9653355913,1.001308,"Downtown","09","32","Parking",0,0,"N",NA,1104000,1104000,0,0,NA,0,0,0,0
"147","31150010400000280020000000","250","CLINTON ST S & FAYETTE ST","13202",265.45,168,44585.6948099741,1.023547,"Downtown","09","32","Commercial",1990,0,"N","A",1205700,18250000,0,0,NA,0,0,15,0
"148","31150010400000280010000000","256","FAYETTE ST W & FRANKLIN S","13202",279.7,265.34,74163.3477859097,1.702556,"Downtown","09","32","Parking",1950,0,"N","A",1481000,3251000,2771000,2771000,NA,0,0,131,0
"149","31150010400000290020010000","333","WASHINGTON ST W & FRANKLI","13202",453.17,118.75,45295.7058269259,1.039846,"Downtown","09","32","Commercial",2009,0,"N","A",906000,10806000,0,0,NA,0,0,939.4,0
"150","31150010300000200040000000","447-49","WASHINGTON ST E & TOWNSEN","13202",39,53.33,2094.93574864195,0.048093,"Downtown","15","32","Commercial",1950,0,"N","A",22700,122000,122000,122000,NA,0,0,0,0
"151","31150010300000200070000000","415","WASHINGTON ST E","13027",20.75,66,1212.34334059219,0.027832,"Downtown","15","32","Commercial",1930,0,"N","A",14500,160000,110000,110000,NA,4335.66,2,192.77,130.07
"152","31150010300000210050000000","521-27","WASHINGTON ST E","13202",80.65,87,7007.75739740119,0.160876,"Downtown","15","32","Commercial",1961,0,"N","A",105000,150000,150000,150000,NA,0,0,0,0
"153","31150010300000200050000000","441-43","WASHINGTON ST E","13202",39,53.33,2837.7943973003,0.065147,"Downtown","15","32","Recreation",1957,0,"N","A",22700,170000,0,0,NA,0,0,0,0
"154","31150010300000210090000000","501","WASHINGTON ST E & TOWNSEN","13202",60.75,90,5571.92668381434,0.127914,"Downtown","15","32","Commercial",1950,0,"N","A",54000,4e+05,4e+05,4e+05,NA,0,0,0,0
"155","31150010300000290010000000","200","GENESEE ST E & WARREN ST","13202",175.37,86.6,6331.31248248137,0.145347,"Downtown","09","32","Commercial",1900,0,"N","A",240000,2958000,35496,35496,NA,0,0,0,0
"156","31150010300000210040000000","116","MCBRIDE ST S & BLOCK ALLE","13104",122,63,7163.49844331504,0.164451,"Downtown","15","32","Commercial",0,0,"N",NA,96600,105900,105900,105900,NA,13134.87,7,0,2073.94
"157","31150010300000210030000000","110","MCBRIDE ST S REAR","13206",35,75,2624.95657142633,0.060261,"Downtown","15","32","Commercial",1940,0,"N","A",31700,71700,71700,71700,NA,0,0,0,0
"158","31150010300000200020000000","116","TOWNSEND ST S","44316",35,63,2183.0807082155,0.050117,"Downtown","15","32","Parking",0,0,"N",NA,24300,24300,24300,24300,NA,0,0,0,0
"159","31150010300000200030000000","120","TOWNSEND ST S","44316",33.67,53,2434.21549115413,0.055882,"Downtown","15","32","Parking",0,0,"N",NA,24800,24800,24800,24800,NA,0,0,0,0
"160","31150010300000200080000000","117","STATE ST S","13202",20.86,126,2628.38379692385,0.060339,"Downtown","15","32","Commercial",1960,0,"N","A",27700,190000,190000,190000,NA,0,0,0,0
"161","31150010300000210060000000","511-19","WASHINGTON ST E TO BLOCK","14203",131,132,16315.2718631631,0.374547,"Downtown","15","32","Commercial",0,0,"N","A",130000,348000,0,0,NA,0,0,3.27,0
"162","31150010300000210070000000","509","WASHINGTON ST E","13202",33.5,132,4355.98150337989,0.1,"Downtown","15","32","Parking",0,0,"N",NA,43600,46300,46300,46300,NA,0,0,0,0
"163","31150010300000210080000000","507","WASHINGTON ST E","13202",32.75,132,4322.99055420999,0.099242,"Downtown","15","32","Vacant Land",NA,0,"N",NA,42200,42200,42200,42200,NA,0,0,0,0
"164","31150010300000210100000000","115","TOWNSEND ST S","11206",42,60.75,2600.12021276967,0.059691,"Downtown","15","32","Commercial",1900,0,"N","I",25200,30900,30900,30900,NA,4338.9,8,0,882.21
"165","31150010300000170060000000","237-43","GENESEE ST E & MONTGOMERY","13108",67.3,138.5,4275.1445321681,0.098144,"Downtown","09","32","Commercial",1900,0,"N","A",56600,375000,375000,375000,NA,0,0,0,0
"166","31150010400000240070000000","140","GENESEE ST E & WARREN ST","14203",47.25,119.32,10582.3841634229,0.242938,"Downtown","09","32","Parking",1980,0,"N","A",317500,1850000,0,0,NA,0,0,0,0
"167","31150010400000210030000000","329","WATER ST W","13202",56,110,6159.98601931372,0.141414,"Downtown","09","32","Vacant Land",NA,0,"N",NA,84000,84000,0,0,NA,0,0,0,0
"168","31150010300000210020000000","516","WATER ST E & BLOCK ALY","13104",107.2,122,19421.6993835114,0.445861,"Downtown","15","32","Parking",0,0,"N",NA,192500,198000,198000,198000,NA,22069.86,7,0,3342.22
"169","31150010300000210010000000","512","WATER ST E TO BLOCK ALY","11206",42.35,122,5185.14793750084,0.119035,"Downtown","15","32","Parking",0,0,"N",NA,51200,51200,51200,51200,NA,6741.16,8,0,1243.29
"170","31150010300000210120000000","105","TOWNSEND ST S & WATER ST","11206",57.36,165,13052.5689597599,0.299646,"Downtown","15","32","Industrial",1900,0,"Y","I",111000,118900,118900,118900,NA,20719.77,8,0,3717.78
"171","31150010400000210040010000","340","WASHINGTON ST W & ONONDAG","13202",263.32,253.64,59351.6453465975,1.362526,"Downtown","09","32","Parking",1991,0,"N",NA,353400,5025700,0,0,NA,0,0,0,0
"172","31150010300000200010000000","110-12","TOWNSEND ST S & WATER ST","44316",122,158,19288.0625345342,0.442793,"Downtown","15","32","Commercial",1931,0,"N","A",212000,440000,440000,440000,NA,0,0,0,0
"173","31150010300000200060000000","401-13","WASHINGTON ST E & STATE S","60076",238.25,243.14,68215.303848769,1.566008,"Downtown","15","32","Parking",0,0,"N",NA,689000,712000,712000,712000,NA,0,0,0,0
"174","31150010300000190010000000","301","WASHINGTON ST E & MARKET","12220",327.27,265.1,87121.2924118169,2.00003,"Downtown","15","32","Community Services",1955,0,"N","A",1053000,8635000,0,0,NA,16006.9,10,488.95,9317.3
"175","31150010300000180010000000","233","WASHINGTON ST E & MONTGOM","13202",80,265.2,21224.6699626461,0.487251,"Downtown","15","32","Community Services",1900,0,"N","A",318000,4117000,0,0,NA,0,0,0,0
"176","31150010300000170040000000","258","WATER ST E & MONTGOMERY S","13212",24.1,75,1873.84522124417,0.043018,"Downtown","09","32","Commercial",1960,0,"N","A",27000,110000,110000,110000,NA,0,0,0,0
"177","31150010300000170020000000","250","WATER ST E","13088",20.44,75,1463.40222531391,0.033595,"Downtown","09","32","Commercial",1900,0,"N","A",22500,155000,155000,155000,NA,0,0,37.77,0
"178","31150010300000170010000000","246-48","WATER ST E","13088",27.82,75,2082.64802544227,0.047811,"Downtown","09","32","Commercial",1900,0,"N","A",30400,250000,250000,250000,NA,0,0,35.94,0
"179","31150010300000170080000000","201-19","GENESEE ST E & WARREN ST","13202",194.7,67.68,25788.6829853821,0.592027,"Downtown","09","32","Commercial",1930,0,"N","A",762600,4454000,4454000,4454000,NA,0,0,4186.87,0
"180","31150010400000240100000000","100","WATER ST E & WARREN ST S","13202",48,28,671.983363892716,0.015427,"Downtown","09","32","Parks",0,0,"N","A",53800,1e+05,0,0,NA,0,0,0,0
"181","31150010400000240090000000","101","SALINA ST S & WATER ST E","14203",105.5,140.58,10735.3330604334,0.246449,"Downtown","09","32","Commercial",1896,0,"N","A",588000,4103000,0,0,NA,0,0,30,0
"182","31150010400000230010000000","100-36","SALINA ST S & WASHINGTON","13202",266.44,153,53333.6897992132,1.224373,"Downtown","09","32","Commercial",1990,0,"N","A",1333000,6150000,6150000,6150000,NA,0,0,0,0
"183","31150010400000220010020000","100-34","CLINTON ST S & WASHINGTON","10278",266,477,119648.727197122,2.746757,"Downtown","09","32","Commercial",1976,0,"N","A",1139200,21933900,0,0,NA,1543354.27,13,638.77,3517980.97
"184","31150010400000210050010000","120","FRANKLIN ST S& WASHINGTON","13211",267.71,151.68,46927.7922177905,1.077314,"Downtown","09","32","Parking",0,0,"N",NA,806300,888000,888000,888000,NA,0,0,0,0
"185","31150010400000200040000000","362","WATER ST W","13202",44.47,196.02,8633.9116119921,0.198207,"Downtown","09","32","Vacant Land",NA,0,"N",NA,8600,8600,0,0,NA,0,0,0,0
"186","31150010400000200030000000","360","WATER ST W","13202",92,59,5117.27994470133,0.117477,"Downtown","09","32","Vacant Land",NA,0,"N",NA,5400,5400,0,0,NA,0,0,0,0
"187","31150010200000140090000000","437-41","WARREN ST S","13202",40,100,3999.99773492306,0.091827,"Downtown","09","32","Commercial",1960,0,"N","I",49900,50000,50000,50000,NA,0,0,0,0
"188","31150010200000140030000000","237-39","ONONDAGA ST E","13202",39,64,3458.86451064624,0.079405,"Downtown","09","32","Parking",0,0,"N",NA,97800,98600,0,0,NA,0,0,0,0
"189","31150010200000130020000000","236-68","ONONDAGA ST E TO MADISON","13202",218.01,120,30473.9500747149,0.699586,"Downtown","09","32","Community Services",1975,0,"N","A",523200,1996900,0,0,NA,0,0,0,0
"190","31150010200000130030000000","272","ONONDAGA ST E TO MONTGOME","13202",60.33,136.87,7916.71347875287,0.181743,"Downtown","09","32","Parking",0,0,"N",NA,114200,117900,11790,11790,NA,0,0,0,0
"191","31150010200000140100000000","431-35","WARREN ST S","13202",40,100,3999.99258079082,0.091827,"Downtown","09","32","Commercial",1960,0,"Y","I",59900,60000,60000,60000,NA,0,0,0,0
"192","31150010200000070040000000","521-699","STATE ST S","13202",333.14,535.24,159769.529639762,3.667804,"Downtown","15","32","Community Services",1964,0,"N","A",3349000,4.2e+07,0,0,NA,0,0,4892.32,0
"193","31150010100000120030020000","530","CLINTON ST S TO JEFFERSON","13202",111.55,119.72,54440.4505964761,1.249781,"Downtown","09","32","Commercial",0,0,"N",NA,610000,984000,0,0,NA,0,0,0,0
"194","31150010100000120030010000","225","JEFFERSON ST W","13202",62.26,178.81,23405.1392175871,0.537308,"Downtown","09","32","Commercial",1960,0,"N","A",387000,554000,460000,460000,NA,0,0,2.89,0
"195","31150010200000130040000000","290","ONONDAGA ST E & MONTGOMER","13202",132.6,101.67,8865.60988179905,0.203526,"Downtown","09","32","Vacant Land",NA,0,"N",NA,250000,250000,0,0,NA,290868.63,27,0,568751.18
"196","31150010200000140020000000","245-51","ONONDAGA ST E","13202",80,112,9399.70071208035,0.215787,"Downtown","09","32","Parking",0,0,"N",NA,186900,190300,19030,19030,NA,0,0,0,0
"197","31150010200000140110000000","421-25","WARREN ST S","13202",66,132,8712.01063115312,0.2,"Downtown","09","32","Commercial",1985,0,"N","A",361400,845000,109850,109850,NA,0,0,0,0
"198","31150010200000140120000000","413-17","WARREN ST S","13090",37,132,4884.01725736473,0.112122,"Downtown","09","32","Commercial",1930,0,"N","A",125000,222000,222000,222000,NA,0,0,0,0
"199","31150010200000140130000000","409","WARREN ST S","13202",27,107,2824.97420533291,0.064852,"Downtown","09","32","Commercial",1930,0,"N","A",186500,450000,450000,450000,NA,0,0,0,0
"200","31150010200000060050000000","507-17","TOWNSEND ST S","13204",274.42,589.33,152966.713033762,3.511633,"Downtown","15","32","Apartment",1985,295,"N","A",2061400,6490000,6490000,6490000,NA,0,0,0,0
"201","31150010100000100010000000","400-28","SALINA ST S & JEFFERSON S","13202",354.5,273.24,90241.285957557,2.071655,"Downtown","09","32","Parking",1900,0,"N",NA,2186600,2290000,0,0,NA,0,0,0,0
"202","31150010100000120020010000","540","CLINTON ST S","13326",103.86,671.55,85626.4737363136,1.965713,"Downtown","09","32","Utilities",1970,0,"N","A",870000,1070000,0,0,NA,0,0,4.24,0
"203","31150010200000100010000000","401","MONTGOMERY ST TO STATE ST","13202",214.5,286.62,62602.2466136028,1.43715,"Downtown","15","32","Community Services",1900,0,"N","A",932400,6520000,0,0,NA,0,0,20,0
"204","31150010200000140010000000","259-77","ONONDAGA ST E & JEFFERSON","13202",146,118,34272.3688436043,0.786785,"Downtown","09","32","Religious",1960,0,"N","A",608500,1226200,0,0,NA,0,0,0,0
"205","31150010200000140140000000","401-07","WARREN ST S & JEFFERSON S","11213",43,132,6393.89420041199,0.146784,"Downtown","09","32","Commercial",1930,0,"N","A",240600,4e+05,350000,350000,"ATRUST",65783.38,11,0,20378.36
"206","31150010100000080070000000","401","SALINA ST S & JEFFERSON S","13202",184,297,51292.8101220177,1.177521,"Downtown","09","32","Commercial",1900,0,"N","A",2018600,8688800,7608800,7608800,NA,0,0,30,0
"207","31150010200000140150000000","360","MONTGOMERY ST & JEFFERSON","13202",0,0,7052.30919413435,0.161899,"Downtown","09","32","Parks",0,0,"N","A",100,390000,0,0,NA,0,0,0,0
"208","31150010100000120020040000","325","JEFFERSON ST W","13204",11,694,121114.549656214,2.780407,"Downtown","09","32","Utilities",0,0,NA,"A",1823000,11823000,0,0,NA,0,0,0,0
"209","31150010100000120010000000","339","JEFFERSON ST W REAR","13202",75,1385,81039.5381579862,1.860412,"Downtown","08","Null","Vacant Land",NA,0,"N",NA,103900,103900,0,0,NA,0,0,0,0
"210","31150010200000070050000000","511","STATE ST S TO TOWNSEND ST","13202",208,534.82,101874.022306965,2.338706,"Downtown","15","32","Community Services",1956,0,"N","A",2221500,10007500,0,0,NA,0,0,35,0
"211","31150010100000060010010000","359","SALINA ST S & JEFFERSON S","13224",24,91.67,2246.89966149275,0.051582,"Downtown","09","32","Commercial",1980,0,"N","A",87400,190000,85000,85000,NA,0,0,0,0
"212","31150010100000050140030001","108","JEFFERSON ST W #601","13202",10.72,90,1942.22495628087,0.044587,"Downtown","09","32","Single Family",1928,0,"N",NA,11900,110000,64900,64900,NA,0,0,0,0
"213","31150010200000090020000000","304-10","ONONDAGA ST E & JEFFERSON","13214",69.63,110,4282.97161083177,0.098323,"Downtown","15","32","Commercial",1900,0,"N","A",151800,230000,230000,230000,NA,0,0,0,0
"214","31150010100000050150000000","415-17","CLINTON ST S","13148",35,148,8367.82163710208,0.192099,"Downtown","09","32","Commercial",1920,0,"N","A",130000,190000,190000,190000,NA,15158.71,3,0,1528.19
"215","31150010100000050110000000","348-52","SALINA ST S","13057",39.62,113,4465.78011133332,0.10252,"Downtown","09","32","Commercial",1950,0,"N","A",156700,2e+05,2e+05,2e+05,NA,0,0,0,0
"216","31150010200000020080000000","335","MONTGOMERY ST & JEFFERSON","13202",198,112.25,27406.6690511868,0.629171,"Downtown","15","32","Community Services",1970,0,"N","A",170000,2210000,0,0,NA,0,0,15,0
"217","31150010100000150060010000","308-10","JEFFERSON ST W","20759",116,90,10882.9826438122,0.249839,"Downtown","09","32","Commercial",1950,0,"N","A",97000,334500,334500,334500,NA,0,0,0,0
"218","31150010100000140040000000","416-30","CLINTON ST S & JEFFERSON","13202",112.29,74,10576.755151558,0.242809,"Downtown","09","32","Commercial",1900,0,"N","A",119700,5800000,1800000,1800000,NA,0,0,149.83,0
"219","31150010100000050120000000","358","SALINA ST S","13215",20.5,125,2540.89323442022,0.058331,"Downtown","09","32","Commercial",1950,0,"N","A",62000,75000,75000,75000,NA,0,0,0,0
"220","31150010200000010110000000","349","WARREN ST S","13202",23.5,132,3069.67131075611,0.07047,"Downtown","09","32","Commercial",1890,0,"N","A",102000,160000,160000,160000,NA,207.2,1,0,6.22
"221","31150010200000060030010000","550","GENESEE ST E","13204",247.11,255.03,49289.9345587128,1.131541,"Downtown","15","32","Commercial",1983,0,"N","A",436000,613000,613000,613000,NA,0,0,0,0
"222","31150010100000060050000000","329","SALINA ST S TO BANK ALLEY","11207",25,132,3247.19767462119,0.074545,"Downtown","09","32","Commercial",1930,0,"N",NA,132000,220000,220000,220000,NA,0,0,0,0
"223","31150010200000010050000000","330","MONTGOMERY ST","13202",107.25,65,5346.09503215784,0.122729,"Downtown","09","32","Community Services",1908,0,"N",NA,139100,1106000,0,0,NA,0,0,0,0
"224","31150010200000010060000000","340","MONTGOMERY ST","13202",79.75,199,26422.8182721371,0.606584,"Downtown","09","32","Recreation",1965,0,"N","A",528500,1191200,0,0,NA,0,0,0,0
"225","31150010100000140020000000","400","CLINTON ST S & WALTON ST","13203",70,100,7001.92623683297,0.160742,"Downtown","09","32","Commercial",1900,0,"N","A",140000,280000,280000,280000,NA,26822.33,5,703.4,2565.61
"226","31150010100000140030000000","410-14","CLINTON ST S TO WALTON ST","13202",58.7,32.5,12213.9956930872,0.280395,"Downtown","09","32","Commercial",1900,0,"N","A",214600,740000,740000,740000,NA,0,0,0,0
"227","31150010100000140010010002","294","JEFFERSON ST W TO WALTON","75016",287.56,98.48,33275.5031158856,0.7639,"Downtown","09","32","Commercial",1994,0,"N","A",269600,2070000,2070000,2070000,NA,0,0,1065.28,0
"228","31150010100000140050010000","298","JEFFERSON ST W & FRANKLIN","13202",31.71,99.58,3130.76375329723,0.071872,"Downtown","09","32","Vacant Land",NA,0,"N",NA,61300,61300,0,0,NA,0,0,0,0
"229","31150010100000150050000000","402","FRANKLIN ST S & JEFFERSON","13202",108.95,82.6,13340.522191363,0.306256,"Downtown","09","32","Commercial",1950,0,"N","A",200100,690000,670000,670000,NA,0,0,1983.01,0
"230","31150010100000150040000000","215","WALTON ST","13224",48,74,3647.66715403893,0.083739,"Downtown","09","32","Commercial",1950,0,"N","A",62200,548000,548000,548000,NA,1215.21,2,0,174.76
"231","31150010100000150030000000","219","WALTON ST","19112",56,82,4569.83283970853,0.104909,"Downtown","09","32","Commercial",1950,0,"N","A",89500,1045000,1045000,1045000,NA,0,0,0,0
"232","31150010100000150020010000","221","WALTON ST","13219",37,142,5957.34264045784,0.136762,"Downtown","09","32","Parking",0,0,"N",NA,53000,53000,53000,53000,NA,0,0,0,0
"233","31150010100000150070010000","320","JEFFERSON ST W & ONONDAGA","12220",94.4,237.6,10427.612273559,0.239385,"Downtown","09","32","Parking",0,0,"N",NA,90000,90000,0,0,NA,3308.36,7,0,1719.44
"234","31150010100000150010000000","221","WALTON ST REAR","13202",58,282,14864.9143601633,0.341251,"Downtown","09","Null","Vacant Land",NA,0,"N",NA,16400,16400,0,0,NA,0,0,0,0
"235","31150010100000060060000000","327","SALINA ST S TO BANK ALLEY","11207",25,132,3299.99770699461,0.075758,"Downtown","09","32","Commercial",1930,0,"N","A",132000,292000,292000,292000,NA,0,0,0,0
"236","31150010100000050160000000","401","CLINTON ST S","13218",125.17,136.5,13865.0433642615,0.318298,"Downtown","09","32","Parking",1958,0,"N","A",340000,8e+05,8e+05,8e+05,NA,0,0,0,0
"237","31150010200000080040000000","444","GENESEE ST E & TOWNSEND S","13088",53.5,142.51,7632.82711468558,0.175226,"Downtown","15","32","Commercial",1900,0,"Y",NA,129000,148000,148000,148000,NA,0,0,0,0
"238","31150010200000080030000000","430","GENESEE ST E TO MCCARTHY","13159",66,146,9439.11655796483,0.216692,"Downtown","15","32","Commercial",1900,0,"N","A",170000,840000,5e+05,5e+05,NA,0,0,0,0
"239","31150010200000080020000000","420","GENESEE ST E TO MC CARTHY","13202",176,146.86,25294.8621439152,0.58069,"Downtown","15","32","Commercial",1960,0,"N","A",411400,529400,0,0,NA,0,0,0,0
"240","31150010200000080010000000","401-15","STATE ST S","13202",139.8,109.83,16598.0906018215,0.38104,"Downtown","15","32","Community Services",1970,0,"N","A",336800,1795500,0,0,NA,0,0,45,0
"241","31150010200000020100000000","321-25","MONTGOMERY ST","13202",99.25,132,13068.01824912,0.3,"Downtown","15","32","Community Services",1970,0,"N","A",261400,2560000,20000,20000,NA,0,0,0,0
"242","31150010400000200010000000","376","WATER ST W TO ERIE BLVD W","13202",305.16,75.22,22849.7046522708,0.524557,"Downtown","08","30","Commercial",NA,0,"N",NA,114000,491400,491400,491400,NA,0,0,0,0
"243","31150010400000240010000000","118","GENESEE ST E","13202",26.83,80.15,2158.46692524913,0.049552,"Downtown","09","32","Commercial",1900,0,"N","A",62400,406000,2e+05,2e+05,NA,0,0,0,0
"244","31150010300000130010000000","500","ERIE BLVD E & TOWNSEND ST","13202",147.37,78.74,15691.827968702,0.360235,"Downtown","15","32","Industrial",1920,0,"N","A",90100,474800,474800,474800,NA,0,0,379.68,0
"245","31150010300000140010000000","421","WATER ST E & TOWNSEND ST","33980",198,78.44,15419.1577767252,0.353975,"Downtown","15","32","Commercial",1989,0,"N","A",127200,316900,316900,316900,NA,0,0,0,0
"246","31150010300000140020000000","99","STATE ST S & WATER ST E &","07095",76.67,198,15169.7764153241,0.34825,"Downtown","15","32","Commercial",1990,0,"N","A",376200,580000,580000,580000,NA,0,0,0,0
"247","31150010300000150010000000","327-35","WATER ST E & STATE ST S &","13202",96.34,71.66,7255.67103501941,0.166567,"Downtown","15","32","Commercial",1960,0,"N","A",68200,645000,0,0,NA,0,0,0,0
"248","31150010300000150020000000","325","WATER ST E TO ERIE BLVD E","13202",24.29,76.21,1858.72491510306,0.04267,"Downtown","15","32","Commercial",1940,0,"N","A",18200,315000,242000,242000,NA,0,0,0,0
"249","31150010300000150030000000","330","ERIE BLVD E TO WATER ST E","13202",24.19,78.92,1860.95538113956,0.042722,"Downtown","15","32","Commercial",1940,0,"N","A",18700,305000,291930,291930,NA,0,0,0,0
"250","31150010300000150040000000","319-21","WATER ST E TO ERIE BLVD E","13202",40.95,78.08,3167.41521811005,0.072714,"Downtown","15","32","Commercial",1980,0,"N","A",31200,180000,180000,180000,NA,0,0,0,0
"251","31150010400000160020000000","126-56","JAMES ST & WARREN ST N &","28255",171.42,60.18,10364.0451936157,0.237926,"Downtown","09","32","Parking",0,0,"N",NA,3e+05,3e+05,3e+05,3e+05,NA,0,0,0,0
"252","31150010400000150010000000","99","SALINA ST N & ERIE BLVD W","13202",75,260,14409.7476777888,0.330802,"Downtown","09","32","Parks",0,0,NA,NA,476800,676000,0,0,NA,0,0,0,0
"253","31150010400000160010000000","100","SALINA ST N & JAMES ST &","13202",60,127,7825.70333977381,0.179653,"Downtown","09","32","Commercial",1900,0,"N","A",309900,1950000,1584000,1584000,NA,0,0,0,0
"254","31150010300000020010000000","301-31","ERIE BLVD E & OSWEGO BLVD","13202",140.7,95.19,13468.6097128677,0.309197,"Downtown","09","32","Parking",0,0,"N",NA,147000,147000,0,0,NA,2351.1,23,0,2665.37
"255","31150010100000050080000000","328-34","SALINA ST S TO CLINTON ST","13202",80.04,136.5,12820.0403337009,0.294308,"Downtown","09","32","Commercial",NA,0,"N",NA,275000,346750,346750,346750,NA,0,0,0,0
"256","31150010100000060080000000","323","SALINA ST S TO BANK ALLEY","13202",25.12,132,3315.84621249767,0.076121,"Downtown","09","32","Commercial",1920,0,"N","A",66000,186000,86000,86000,NA,0,0,0,0
"257","31150010100000050170000000","321-25","CLINTON ST S","13202",43.25,136.5,5907.98700361164,0.135629,"Downtown","09","32","Commercial",1953,0,"N","A",140400,465000,295000,295000,NA,0,0,0,0
"258","31150010100000050070000000","326","SALINA ST S","13202",21.42,136.62,2922.651835269,0.067095,"Downtown","09","32","Commercial",1930,0,"N","I",80000,194700,194700,194700,NA,0,0,0,0
"259","31150010100000060090000000","321","SALINA ST S TO BANK ALLEY","13090",21.64,132,2856.47686776505,0.065576,"Downtown","09","32","Commercial",1920,0,"N","A",83000,2e+05,170000,170000,NA,0,0,817.86,0
"260","31150010200000020120000000","317","MONTGOMERY ST REAR","13202",28,93.92,2274.59734389924,0.052218,"Downtown","15","32","Commercial",1970,0,"N",NA,53300,170000,170000,170000,NA,0,0,0,0
"261","31150010200000020110000000","319","MONTGOMERY ST","13057",32.75,66,2145.75441205512,0.04926,"Downtown","15","32","Commercial",1970,0,"N","A",85800,450000,350000,350000,NA,0,0,300,0
"262","31150010200000010040000000","318-22","MONTGOMERY ST","13202",66,165.04,13529.2127148831,0.310588,"Downtown","09","32","Apartment",1975,25,"N","A",270700,2750000,367000,367000,NA,0,0,1065.65,0
"263","31150010200000010120000000","325-45","WARREN ST S","10024",208.5,165,31714.1908380335,0.728058,"Downtown","09","32","Parking",1950,0,"N","A",778000,2065000,910000,910000,NA,0,0,0,0
"264","31150010200000020060000000","337","ONONDAGA ST E","13214",90,180,19500.4818924001,0.447669,"Downtown","15","32","Parking",0,0,"N",NA,173900,186500,186500,186500,NA,0,0,0,0
"265","31150010200000020050000000","345-67","ONONDAGA ST E","13214",198.83,214.5,24145.8231626886,0.554312,"Downtown","15","32","Parking",0,0,"N",NA,357900,388300,388300,388300,NA,0,0,0,0
"266","31150010100000040130000000","136","WALTON ST","13088",29.67,60,1780.20634107478,0.040868,"Downtown","09","32","Commercial",1940,0,"N","A",26100,243000,243000,243000,NA,0,0,0,0
"267","31150010100000040140000000","317-21","FRANKLIN ST S & WALTON ST","13202",60,60,3600.01118868763,0.082645,"Downtown","09","32","Commercial",1940,0,"N","A",54000,344000,302400,302400,NA,0,0,7.89,0
"268","31150010100000060100000000","317-19","SALINA ST S TO BANK ALLEY","12210",44.5,132,5874.00690787654,0.134849,"Downtown","09","32","Commercial",1920,0,"N","A",146800,1174000,240000,240000,NA,0,0,0,0
"269","31150010200000020130000000","315","MONTGOMERY ST","13202",38,66,2507.99575500769,0.057576,"Downtown","15","32","Commercial",1895,0,"N","A",80000,386000,194000,194000,NA,0,0,0,0
"270","31150010100000050060000000","320-24","SALINA ST S","13202",47.5,136.62,6512.55964770706,0.149508,"Downtown","09","32","Commercial",1940,0,"N","A",77000,78000,78000,78000,NA,0,0,3.98,0
"271","31150010100000040100000000","130","WALTON ST","13078",22.1,70.36,1554.95245372612,0.035697,"Downtown","09","32","Commercial",1950,0,"N","A",23100,212000,212000,212000,NA,0,0,0,0
"272","31150010100000040080000000","318-22","CLINTON ST S & WALTON ST","13202",62,105.01,6920.53054194421,0.158874,"Downtown","09","32","Commercial",1920,0,"N","A",130200,910000,813400,813400,NA,0,0,3110.44,0
